Connecticut,4/5/21,37400,37400
Alaska,2/8/21,0,0
American Samoa,2/8/21,0,0
Arizona,2/8/21,62500,62500
Arkansas,2/8/21,26800,26800
California,2/8/21,351900,351900
Chicago,2/8/21,24500,24500
Colorado,2/8/21,50000,50000
Connecticut,2/8/21,33100,33100
Delaware,2/8/21,8800,8800
District of Columbia,2/8/21,6600,6600
Federal Entities,2/8/21,481400,481400
Florida,2/8/21,192500,192500
Georgia,2/8/21,91300,91300
Guam,2/8/21,0,0
Hawaii,2/8/21,13100,13100
Idaho,2/8/21,14700,14700
Illinois,2/8/21,91300,91300
Indiana,2/8/21,59300,59300
Iowa,2/8/21,28200,28200
Kansas,2/8/21,25700,25700
Kentucky,2/8/21,40200,40200
Louisiana,2/8/21,41600,41600
Maine,2/8/21,12700,12700
Mariana Islands,2/8/21,0,0
Marshall Islands,2/8/21,0,0
Maryland,2/8/21,54600,54600
Massachusetts,2/8/21,63800,63800
Michigan,2/8/21,90900,90900
Micronesia,2/8/21,0,0
Minnesota,2/8/21,49700,49700
Mississippi,2/8/21,26600,26600
Missouri,2/8/21,55100,55100
Montana,2/8/21,9600,9600
Nebraska,2/8/21,17000,17000
Nevada,2/8/21,26400,26400
New Hampshire,2/8/21,12700,12700
New Jersey,2/8/21,80900,80900
New Mexico,2/8/21,19000,19000
New York,2/8/21,103000,103000
New York City,2/8/21,78200,78200
North Carolina,2/8/21,92000,92000
North Dakota,2/8/21,6900,6900
Ohio,2/8/21,105600,105600
Oklahoma,2/8/21,34700,34700
Oregon,2/8/21,37800,37800
Palau,2/8/21,0,0
Pennsylvania,2/8/21,104000,104000
Philadelphia,2/8/21,14400,14400
Puerto Rico,2/8/21,31600,31600
Rhode Island,2/8/21,10000,10000
South Carolina,2/8/21,45200,45200
South Dakota,2/8/21,7700,7700
Tennessee,2/8/21,60300,60300
Texas,2/8/21,241000,241000
U.S. Virgin Islands,2/8/21,1000,1000
Utah,2/8/21,25100,25100
Vermont,2/8/21,6000,6000
Virginia,2/8/21,76600,76600
Washington,2/8/21,67000,67000
West Virginia,2/8/21,17100,17100
Wisconsin,2/8/21,52900,52900
Wyoming,2/8/21,5300,5300
Alabama,2/1/21,40400,40400
Alaska,2/1/21,32300,32300
American Samoa,2/1/21,3200,0
Arizona,2/1/21,57200,57200
Arkansas,2/1/21,24500,24500
California,2/1/21,322000,322000
Chicago,2/1/21,22400,22400
Colorado,2/1/21,45800,45800
Connecticut,2/1/21,30300,30300
Delaware,2/1/21,8000,8000
District of Columbia,2/1/21,6100,6100
Federal Entities,2/1/21,151180,151800
Florida,2/1/21,176100,176100
Georgia,2/1/21,83500,83500
Guam,2/1/21,9200,0
Hawaii,2/1/21,12000,12000
Idaho,2/1/21,13400,13400
Illinois,2/1/21,83600,83600
Indiana,2/1/21,54300,54300
Iowa,2/1/21,25800,25800
Kansas,2/1/21,23500,23500
Kentucky,2/1/21,36700,36700
Louisiana,2/1/21,38100,38100
Maine,2/1/21,11600,11600
Mariana Islands,2/1/21,3200,0
Marshall Islands,2/1/21,6600,0
Maryland,2/1/21,49900,49900
Massachusetts,2/1/21,58400,58400
Michigan,2/1/21,83100,83100
Micronesia,2/1/21,9400,0
Minnesota,2/1/21,45500,45500
Mississippi,2/1/21,24300,24300
Missouri,2/1/21,50400,50400
Montana,2/1/21,8800,8800
Nebraska,2/1/21,15500,15500
Nevada,2/1/21,24100,24100
New Hampshire,2/1/21,11600,11600
New Jersey,2/1/21,74000,74000
New Mexico,2/1/21,17300,17300
New York,2/1/21,94200,94200
New York City,2/1/21,71500,71500
North Carolina,2/1/21,84200,84200
North Dakota,2/1/21,6400,6400
Ohio,2/1/21,96600,96600
Oklahoma,2/1/21,31700,31700
Oregon,2/1/21,34600,34600
Palau,2/1/21,2800,0
Pennsylvania,2/1/21,95200,95200
Philadelphia,2/1/21,13200,13200
Puerto Rico,2/1/21,28900,28900
Rhode Island,2/1/21,9100,9100
South Carolina,2/1/21,41400,41400
South Dakota,2/1/21,7000,7000
Tennessee,2/1/21,55200,55200
Texas,2/1/21,220500,220500
U.S. Virgin Islands,2/1/21,900,900
Utah,2/1/21,22900,22900
Vermont,2/1/21,5500,5500
Virginia,2/1/21,70100,70100
Washington,2/1/21,61300,61300
West Virginia,2/1/21,15600,15600
Wisconsin,2/1/21,48300,48300
Wyoming,2/1/21,4800,4800
Alabama,1/25/21,30600,30600
Alaska,1/25/21,0,0
American Samoa,1/25/21,0,0
Arizona,1/25/21,43400,43400
Arkansas,1/25/21,18600,18600
California,1/25/21,244000,244000
Chicago,1/25/21,17000,17000
Colorado,1/25/21,34700,34700
Connecticut,1/25/21,23000,23000
Delaware,1/25/21,6100,6100
District of Columbia,1/25/21,4600,4600
Federal Entities,1/25/21,105300,105300
Florida,1/25/21,133500,133500
Georgia,1/25/21,63300,63300
Guam,1/25/21,0,0
Hawaii,1/25/21,9100,9100
Idaho,1/25/21,10200,10200
Illinois,1/25/21,63300,63300
Indiana,1/25/21,41100,41100
Iowa,1/25/21,19500,19500
Kansas,1/25/21,17800,17800
Kentucky,1/25/21,27900,27900
Louisiana,1/25/21,28900,28900
Maine,1/25/21,8800,8800
Mariana Islands,1/25/21,0,0
Marshall Islands,1/25/21,0,0
Maryland,1/25/21,37800,37800
Massachusetts,1/25/21,44300,44300
Michigan,1/25/21,63000,63000
Micronesia,1/25/21,0,0
Minnesota,1/25/21,34500,34500
Mississippi,1/25/21,18500,18500
Missouri,1/25/21,38200,38200
Montana,1/25/21,6700,6700
Nebraska,1/25/21,11800,11800
Nevada,1/25/21,18300,18300
New Hampshire,1/25/21,8800,8800
New Jersey,1/25/21,56100,56100
New Mexico,1/25/21,13200,13200
New York,1/25/21,71400,71400
New York City,1/25/21,54200,54200
North Carolina,1/25/21,63800,63800
North Dakota,1/25/21,4800,4800
Ohio,1/25/21,73200,73200
Oklahoma,1/25/21,24100,24100
Oregon,1/25/21,26200,26200
Palau,1/25/21,0,0
Pennsylvania,1/25/21,72100,72100
Philadelphia,1/25/21,10000,10000
Puerto Rico,1/25/21,21900,21900
Rhode Island,1/25/21,6900,6900
South Carolina,1/25/21,31400,31400
South Dakota,1/25/21,5300,5300
Tennessee,1/25/21,41800,41800
Texas,1/25/21,167100,167100
U.S. Virgin Islands,1/25/21,700,700
Utah,1/25/21,17400,17400
Vermont,1/25/21,4200,4200
Virginia,1/25/21,53100,53100
Washington,1/25/21,46500,46500
West Virginia,1/25/21,11900,11900
Wisconsin,1/25/21,36700,36700
Wyoming,1/25/21,3700,3700
Alabama,1/18/21,30600,30600
Alaska,1/18/21,0,0
American Samoa,1/18/21,0,0
Arizona,1/18/21,43400,43400
Arkansas,1/18/21,18600,18600
California,1/18/21,244000,244000
Chicago,1/18/21,17000,17000
Colorado,1/18/21,34700,34700
Connecticut,1/18/21,23000,23000
Delaware,1/18/21,6100,6100
District of Columbia,1/18/21,4600,4600
Federal Entities,1/18/21,105000,105000
Florida,1/18/21,133500,133500
Georgia,1/18/21,63300,63300
Guam,1/18/21,0,0
Hawaii,1/18/21,9100,9100
Idaho,1/18/21,10200,10200
Illinois,1/18/21,63300,63300
Indiana,1/18/21,41100,41100
Iowa,1/18/21,19500,19500
Kansas,1/18/21,17800,17800
Kentucky,1/18/21,27900,27900
Louisiana,1/18/21,28900,28900
Maine,1/18/21,8800,8800
Mariana Islands,1/18/21,0,0
Marshall Islands,1/18/21,0,0
Maryland,1/18/21,37800,37800
Massachusetts,1/18/21,44300,44300
Michigan,1/18/21,63000,63000
Micronesia,1/18/21,0,0
Minnesota,1/18/21,34500,34500
Mississippi,1/18/21,18500,18500
Missouri,1/18/21,38200,38200
Montana,1/18/21,6700,6700
Nebraska,1/18/21,11800,11800
Nevada,1/18/21,18300,18300
New Hampshire,1/18/21,8800,8800
New Jersey,1/18/21,56100,56100
New Mexico,1/18/21,13200,13200
New York,1/18/21,71400,71400
New York City,1/18/21,54200,54200
North Carolina,1/18/21,63800,63800
North Dakota,1/18/21,4800,4800
Ohio,1/18/21,73200,73200
Oklahoma,1/18/21,24100,24100
Oregon,1/18/21,26200,26200
Palau,1/18/21,0,0
Pennsylvania,1/18/21,72100,72100
Philadelphia,1/18/21,10000,10000
Puerto Rico,1/18/21,21900,21900
Rhode Island,1/18/21,6900,6900
South Carolina,1/18/21,31400,31400
South Dakota,1/18/21,5300,5300
Tennessee,1/18/21,41800,41800
Texas,1/18/21,167100,167100
U.S. Virgin Islands,1/18/21,700,700
Utah,1/18/21,17400,17400
Vermont,1/18/21,4200,4200
Virginia,1/18/21,53100,53100
Washington,1/18/21,46500,46500
West Virginia,1/18/21,11900,11900
Wisconsin,1/18/21,36700,36700
Wyoming,1/18/21,3700,3700
Alabama,1/11/21,29100,29100
Alaska,1/11/21,0,0
American Samoa,1/11/21,0,0
Arizona,1/11/21,41300,41300
Arkansas,1/11/21,17700,17700
California,1/11/21,232300,232300
Chicago,1/11/21,16200,16200
Colorado,1/11/21,33000,33000
Connecticut,1/11/21,21900,21900
Delaware,1/11/21,5800,5800
District of Columbia,1/11/21,4400,4400
Federal Entities,1/11/21,99900,99900
Florida,1/11/21,127100,127100
Georgia,1/11/21,60200,60200
Guam,1/11/21,0,0
Hawaii,1/11/21,8700,8700
Idaho,1/11/21,9700,9700
Illinois,1/11/21,60300,60300
Indiana,1/11/21,39200,39200
Iowa,1/11/21,18600,18600
Kansas,1/11/21,17000,17000
Kentucky,1/11/21,26500,26500
Louisiana,1/11/21,27500,27500
Maine,1/11/21,8400,8400
Mariana Islands,1/11/21,0,0
Marshall Islands,1/11/21,0,0
Maryland,1/11/21,36000,36000
Massachusetts,1/11/21,42100,42100
Michigan,1/11/21,60000,60000
Micronesia,1/11/21,0,0
Minnesota,1/11/21,32900,32900
Mississippi,1/11/21,17600,17600
Missouri,1/11/21,36400,36400
Montana,1/11/21,6400,6400
Nebraska,1/11/21,11200,11200
Nevada,1/11/21,17400,17400
New Hampshire,1/11/21,8400,8400
New Jersey,1/11/21,53400,53400
New Mexico,1/11/21,12500,12500
New York,1/11/21,68000,68000
New York City,1/11/21,51600,51600
North Carolina,1/11/21,60800,60800
North Dakota,1/11/21,4600,4600
Ohio,1/11/21,69700,69700
Oklahoma,1/11/21,22900,22900
Oregon,1/11/21,25000,25000
Palau,1/11/21,0,0
Pennsylvania,1/11/21,68700,68700
Philadelphia,1/11/21,9500,9500
Puerto Rico,1/11/21,20900,20900
Rhode Island,1/11/21,6600,6600
South Carolina,1/11/21,29900,29900
South Dakota,1/11/21,5100,5100
Tennessee,1/11/21,39800,39800
Texas,1/11/21,159100,159100
U.S. Virgin Islands,1/11/21,700,700
Utah,1/11/21,16600,16600
Vermont,1/11/21,4000,4000
Virginia,1/11/21,50600,50600
Washington,1/11/21,44300,44300
West Virginia,1/11/21,11300,11300
Wisconsin,1/11/21,34900,34900
Wyoming,1/11/21,3500,3500
Alabama,1/4/21,29000,29000
Alaska,1/4/21,25600,25600
American Samoa,1/4/21,2400,0
Arizona,1/4/21,41100,41100
Arkansas,1/4/21,17600,17600
California,1/4/21,231400,231400
Chicago,1/4/21,16100,16100
Colorado,1/4/21,32900,32900
Connecticut,1/4/21,21800,21800
Delaware,1/4/21,5800,5800
District of Columbia,1/4/21,4400,4400
Federal Entities,1/4/21,108400,99600
Florida,1/4/21,126600,126600
Georgia,1/4/21,60000,60000
Guam,1/4/21,7200,0
Hawaii,1/4/21,8600,8600
Idaho,1/4/21,9700,9700
Illinois,1/4/21,60100,60100
Indiana,1/4/21,39000,39000
Iowa,1/4/21,18500,18500
Kansas,1/4/21,16900,16900
Kentucky,1/4/21,26400,26400
Louisiana,1/4/21,27400,27400
Maine,1/4/21,8300,8300
Mariana Islands,1/4/21,2400,0
Marshall Islands,1/4/21,6400,0
Maryland,1/4/21,35900,35900
Massachusetts,1/4/21,42000,42000
Michigan,1/4/21,59800,59800
Micronesia,1/4/21,9600,0
Minnesota,1/4/21,32700,32700
Mississippi,1/4/21,17500,17500
Missouri,1/4/21,36200,36200
Montana,1/4/21,6300,6300
Nebraska,1/4/21,11200,11200
Nevada,1/4/21,17300,17300
New Hampshire,1/4/21,8400,8400
New Jersey,1/4/21,53200,53200
New Mexico,1/4/21,12500,12500
New York,1/4/21,67700,67700
New York City,1/4/21,51400,51400
North Carolina,1/4/21,60500,60500
North Dakota,1/4/21,4600,4600
Ohio,1/4/21,69500,69500
Oklahoma,1/4/21,22800,22800
Oregon,1/4/21,24800,24800
Palau,1/4/21,3200,0
Pennsylvania,1/4/21,68400,68400
Philadelphia,1/4/21,9500,9500
Puerto Rico,1/4/21,20800,20800
Rhode Island,1/4/21,6600,6600
South Carolina,1/4/21,29700,29700
South Dakota,1/4/21,5100,5100
Tennessee,1/4/21,39700,39700
Texas,1/4/21,158500,158500
U.S. Virgin Islands,1/4/21,700,700
Utah,1/4/21,16500,16500
Vermont,1/4/21,3900,3900
Virginia,1/4/21,50400,50400
Washington,1/4/21,44100,44100
West Virginia,1/4/21,11200,11200
Wisconsin,1/4/21,34700,34700
Wyoming,1/4/21,3500,3500
Alabama,12/28/20,29100,29100
Alaska,12/28/20,0,0
American Samoa,12/28/20,0,0
Arizona,12/28/20,41300,41300
Arkansas,12/28/20,17700,17700
California,12/28/20,232300,232300
Chicago,12/28/20,16200,16200
Colorado,12/28/20,33000,33000
Connecticut,12/28/20,21900,21900
Delaware,12/28/20,5800,5800
District of Columbia,12/28/20,4400,4400
Federal Entities,12/28/20,100000,100000
Florida,12/28/20,127100,127100
Georgia,12/28/20,60200,60200
Guam,12/28/20,0,0
Hawaii,12/28/20,8700,8700
Idaho,12/28/20,9700,9700
Illinois,12/28/20,60300,60300
Indiana,12/28/20,39200,39200
Iowa,12/28/20,18600,18600
Kansas,12/28/20,17000,17000
Kentucky,12/28/20,26500,26500
Louisiana,12/28/20,27500,27500
Maine,12/28/20,8400,8400
Mariana Islands,12/28/20,0,0
Marshall Islands,12/28/20,0,0
Maryland,12/28/20,36000,36000
Massachusetts,12/28/20,42100,42100
Michigan,12/28/20,60000,60000
Micronesia,12/28/20,0,0
Minnesota,12/28/20,32900,32900
Mississippi,12/28/20,17600,17600
Missouri,12/28/20,36400,36400
Montana,12/28/20,6400,6400
Nebraska,12/28/20,11200,11200
Nevada,12/28/20,17400,17400
New Hampshire,12/28/20,8400,8400
New Jersey,12/28/20,53400,53400
New Mexico,12/28/20,12500,12500
New York,12/28/20,68000,68000
New York City,12/28/20,51600,51600
North Carolina,12/28/20,60800,60800
North Dakota,12/28/20,4600,4600
Ohio,12/28/20,69700,69700
Oklahoma,12/28/20,22900,22900
Oregon,12/28/20,25000,25000
Palau,12/28/20,0,0
Pennsylvania,12/28/20,68700,68700
Philadelphia,12/28/20,9500,9500
Puerto Rico,12/28/20,20900,20900
Rhode Island,12/28/20,6600,6600
South Carolina,12/28/20,29900,29900
South Dakota,12/28/20,5100,5100
Tennessee,12/28/20,39800,39800
Texas,12/28/20,159100,159100
U.S. Virgin Islands,12/28/20,700,700
Utah,12/28/20,16600,16600
Vermont,12/28/20,4000,4000
Virginia,12/28/20,50600,50600
Washington,12/28/20,44300,44300
West Virginia,12/28/20,11300,11300
Wisconsin,12/28/20,34900,34900
Wyoming,12/28/20,3500,3500
Alabama,12/21/20,84300,84300
Alaska,12/21/20,26800,26800
American Samoa,12/21/20,2400,0
Arizona,12/21/20,119400,119400
Arkansas,12/21/20,51100,51100
California,12/21/20,672600,672600
Chicago,12/21/20,46800,46800
Colorado,12/21/20,95600,95600
Connecticut,12/21/20,63300,63300
Delaware,12/21/20,16700,16700
District of Columbia,12/21/20,12600,12600
Federal Entities,12/21/20,298200,289200
Florida,12/21/20,367900,367900
Georgia,12/21/20,174400,174400
Guam,12/21/20,7600,0
Hawaii,12/21/20,25000,25000
Idaho,12/21/20,28000,28000
Illinois,12/21/20,174600,174600
Indiana,12/21/20,113300,113300
Iowa,12/21/20,53800,53800
Kansas,12/21/20,49100,49100
Kentucky,12/21/20,76700,76700
Louisiana,12/21/20,79500,79500
Maine,12/21/20,24200,24200
Mariana Islands,12/21/20,2600,0
Marshall Islands,12/21/20,7200,0
Maryland,12/21/20,104300,104300
Massachusetts,12/21/20,121900,121900
Michigan,12/21/20,173600,173600
Micronesia,12/21/20,9800,0
Minnesota,12/21/20,94900,94900
Mississippi,12/21/20,50800,50800
Missouri,12/21/20,105300,105300
Montana,12/21/20,18300,18300
Nebraska,12/21/20,32400,32400
Nevada,12/21/20,50300,50300
New Hampshire,12/21/20,24200,24200
New Jersey,12/21/20,154500,154500
New Mexico,12/21/20,36100,36100
New York,12/21/20,196800,196800
New York City,12/21/20,149400,149400
North Carolina,12/21/20,175900,175900
North Dakota,12/21/20,13200,13200
Ohio,12/21/20,201900,201900
Oklahoma,12/21/20,66200,66200
Oregon,12/21/20,72100,72100
Palau,12/21/20,2800,0
Pennsylvania,12/21/20,198800,198800
Philadelphia,12/21/20,27600,27600
Puerto Rico,12/21/20,60400,60400
Rhode Island,12/21/20,19000,19000
South Carolina,12/21/20,86400,86400
South Dakota,12/21/20,14600,14600
Tennessee,12/21/20,115200,115200
Texas,12/21/20,460500,460500
U.S. Virgin Islands,12/21/20,1900,1900
Utah,12/21/20,47800,47800
Vermont,12/21/20,11400,11400
Virginia,12/21/20,146400,146400
Washington,12/21/20,128000,128000
West Virginia,12/21/20,32600,32600
Wisconsin,12/21/20,101000,101000
Wyoming,12/21/20,10000,10000